trajectory_id,sample_stratum,analyst_1,analyst_2,analyst_3,full_agreement,majority_label
702067_50af9e4d,not_flagged,Clean,Clean,Clean,True,Clean
0c20b9_73508893,not_flagged,Spoofed,Clean,Clean,False,Clean
4bb0eb_89d78e68,not_flagged,Clean,Clean,Clean,True,Clean
888133_94ee917e,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a79d4e_e4889b56,not_flagged,Clean,Clean,Clean,True,Clean
a6f5d7_5854ab64,not_flagged,Clean,Clean,Clean,True,Clean
a3a082_4bc26485,not_flagged,Clean,Clean,Clean,True,Clean
ac429b_0e843a51,not_flagged,Clean,Clean,Clean,True,Clean
4aca93_ad876df2,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4a0484_65ff31cb,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a64208_4bb50c0d,not_flagged,Clean,Clean,Clean,True,Clean
896556_96cd9d1a,not_flagged,Clean,Clean,Clean,True,Clean
39ceaa_6fb862e3,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
ac6364_cdc25dd0,not_flagged,Clean,Clean,Clean,True,Clean
89906b_7be60cdb,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
486698_6ff2f231,not_flagged,Clean,Clean,Clean,True,Clean
a27330_74cedda7,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3c6718_e893fb16,not_flagged,Clean,Clean,Clean,True,Clean
4ca87d_070dfbd5,not_flagged,Clean,Clean,Clean,True,Clean
4cabdc_3e4edfb9,not_flagged,Clean,Clean,Clean,True,Clean
ad6c3b_c762c5f3,not_flagged,Clean,Clean,Clean,True,Clean
789291_a11ac401,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
896523_08435084,not_flagged,Clean,Clean,Clean,True,Clean
405ff3_167b39c5,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
407568_a951669f,not_flagged,Clean,Clean,Clean,True,Clean
7c2bc5_046fce00,not_flagged,Clean,Clean,Clean,True,Clean
e49220_afc4a8f9,not_flagged,Clean,Clean,Clean,True,Clean
394681_e5c26f0a,not_flagged,Clean,Clean,Clean,True,Clean
a996c1_f4cd2c74,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
896486_cbf0aedd,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
78122e_decf06a1,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
48ad80_fda7bdb4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
c83354_0ec2b796,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
0a008a_6b36051f,not_flagged,Clean,Clean,Clean,True,Clean
78119c_2bac82eb,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
49d41e_03a94dd3,not_flagged,Clean,Clean,Clean,True,Clean
a0e4a5_8581c5b4,not_flagged,Clean,Clean,Clean,True,Clean
4ba892_2aaad188,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a242c3_ea2e899e,not_flagged,Clean,Clean,Clean,True,Clean
c060ca_5d2ac44e,not_flagged,Spoofed,Clean,Clean,False,Clean
4baa6f_71b39f1f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
71ba10_24e39525,not_flagged,Clean,Clean,Clean,True,Clean
aa8f84_8ab314df,flagged,Spoofed,Clean,Spoofed,False,Spoofed
34558c_e23448f9,not_flagged,Clean,Clean,Clean,True,Clean
4bc885_fe8a3837,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8964c6_5f7f4332,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8016de_776250fe,not_flagged,Clean,Clean,Clean,True,Clean
511170_25619440,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
ac0519_923d0923,not_flagged,Clean,Clean,Clean,True,Clean
8940c9_c89ac8fe,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
75031a_5d913fef,not_flagged,Clean,Clean,Clean,True,Clean
180979_f5055af1,not_flagged,Clean,Clean,Clean,True,Clean
86cf38_46ffb92a,not_flagged,Clean,Clean,Clean,True,Clean
ab321c_01b1caa3,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3d5fcc_b8469df4,not_flagged,Clean,Clean,Clean,True,Clean
489228_18708e62,not_flagged,Clean,Clean,Clean,True,Clean
48c26c_6bb3762b,not_flagged,Clean,Clean,Clean,True,Clean
4aca96_88fb6837,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8990f4_83f02cff,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
359644_78ea070e,not_flagged,Clean,Clean,Clean,True,Clean
46b824_4dbd82d4,not_flagged,Clean,Clean,Clean,True,Clean
44b664_602f451f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3e0fe9_aab6707d,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
76cee8_6ef543e3,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
789229_a44321cf,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4892c6_349d0afc,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
008ffa_0474e1a5,not_flagged,Clean,Clean,Clean,True,Clean
780ab7_e0760213,not_flagged,Clean,Clean,Clean,True,Clean
abc0c1_451f875f,not_flagged,Clean,Clean,Clean,True,Clean
ac0b7f_0e307da9,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
440128_64a4665f,not_flagged,Clean,Clean,Clean,True,Clean
71ba15_ca97e992,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a0af_4d14d278,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3db661_e2135131,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4d20d1_d86c7135,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4a0481_1ad55843,flagged,Clean,Spoofed,Spoofed,False,Spoofed
896378_10414322,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
406591_7f1568d8,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a448db_0f9ac333,not_flagged,Clean,Clean,Clean,True,Clean
4b1a1f_77d6ce5c,not_flagged,Clean,Clean,Clean,True,Clean
4cc553_ea0922ff,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4aca08_c549f41e,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
ad278c_1e2f5a98,not_flagged,Clean,Clean,Clean,True,Clean
600803_9e6bee3b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3cc9ce_c3d58c28,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3455da_13719a6f,not_flagged,Clean,Clean,Clean,True,Clean
a64684_cb407cca,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
151ff8_92aca204,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bb856_d8838020,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
78141e_589b146a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
706211_d8fade71,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3ffb83_4509503c,flagged,Clean,Clean,Spoofed,False,Clean
a24ba7_aafaae44,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
c05eb7_b49df6da,not_flagged,Clean,Clean,Clean,True,Clean
a83029_9af7aeda,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4cae11_fcbe5a00,not_flagged,Clean,Clean,Clean,True,Clean
a2659a_e4f6fc61,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bbd12_31a94315,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
60084e_0eb44942,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
01025d_571bfc13,not_flagged,Clean,Clean,Clean,True,Clean
800579_96fde613,not_flagged,Clean,Clean,Clean,True,Clean
3c674f_7bc5bd36,not_flagged,Clean,Clean,Clean,True,Clean
3c6581_43938faa,not_flagged,Clean,Clean,Clean,True,Clean
4ca570_13666c86,not_flagged,Clean,Clean,Clean,True,Clean
4bab2e_c364e84e,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
885307_93ca1333,not_flagged,Clean,Clean,Clean,True,Clean
45a5d6_1f19a4af,flagged,Clean,Spoofed,Spoofed,False,Spoofed
48644a_5bde35fd,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
896316_48e2bef2,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
0100a3_43ce4a6f,not_flagged,Clean,Clean,Clean,True,Clean
4baa44_b6d7d512,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
780a18_1ce8cdaf,not_flagged,Clean,Clean,Clean,True,Clean
399013_0df44839,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
aa30ab_a3158a12,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8963d8_7ee5488e,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bce03_beb690c2,not_flagged,Clean,Clean,Clean,True,Clean
88818d_7a2b0374,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
461f31_5a844694,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7814da_c0b2b6ac,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a2ca5d_ff53c83c,not_flagged,Clean,Clean,Clean,True,Clean
48af0d_199a2d7e,flagged,Spoofed,Spoofed,Clean,False,Spoofed
392af9_1f97cbfe,not_flagged,Clean,Clean,Clean,True,Clean
70aa6f_5288bb79,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a9a82d_3196ada8,not_flagged,Clean,Clean,Clean,True,Clean
c036b1_077cb94f,not_flagged,Clean,Clean,Clean,True,Clean
780a0a_8a279a9d,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
407cf7_df16b87f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a03235_f7d38d57,not_flagged,Clean,Clean,Clean,True,Clean
c07aa4_777e09bb,not_flagged,Clean,Clean,Clean,True,Clean
a79890_9fa4a9a0,not_flagged,Clean,Clean,Clean,True,Clean
406014_6a304be7,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
780366_665e6fee,not_flagged,Clean,Clean,Clean,True,Clean
461e15_65ada1ee,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a3bd_a4b2e185,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4baacd_45764a9a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
484c5a_6d726f22,not_flagged,Clean,Clean,Clean,True,Clean
a139c5_6d70a22e,not_flagged,Clean,Spoofed,Clean,False,Clean
4d220b_bc5b58bf,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
896475_a6e2f91f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a5b954_fe294911,not_flagged,Clean,Clean,Clean,True,Clean
75054f_26683274,not_flagged,Clean,Clean,Clean,True,Clean
c0440e_104a750d,not_flagged,Clean,Clean,Clean,True,Clean
a37389_9fab83e5,not_flagged,Spoofed,Clean,Clean,False,Clean
e48988_bdaed82a,not_flagged,Clean,Clean,Clean,True,Clean
71c087_065d7313,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4b83e6_ac0538df,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a29748_fa057be8,not_flagged,Clean,Clean,Clean,True,Clean
4ca302_aa629d10,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a95881_5d9d7c59,not_flagged,Clean,Clean,Clean,True,Clean
780a81_aa6e49b9,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7804a1_b2e7bddc,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
c03121_8b41f4c2,not_flagged,Clean,Clean,Clean,True,Clean
a57098_210b6299,not_flagged,Clean,Clean,Clean,True,Clean
ae74b9_3cdbcfd9,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4027bd_ed038525,not_flagged,Clean,Clean,Clean,True,Clean
e494bc_28a7a071,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a8fc09_1ebb2e13,not_flagged,Clean,Clean,Clean,True,Clean
789254_025d1051,not_flagged,Clean,Clean,Clean,True,Clean
780581_7aee4912,not_flagged,Clean,Clean,Clean,True,Clean
4acb01_fed8379a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
75807f_7f1c57f8,not_flagged,Clean,Clean,Clean,True,Clean
4b9069_93a34e03,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a4683f_2cf5c916,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
abbb2c_ed9d121e,not_flagged,Clean,Clean,Clean,True,Clean
a3bf43_0f55876f,not_flagged,Clean,Clean,Clean,True,Clean
a70c67_4b65e0e1,not_flagged,Clean,Clean,Clean,True,Clean
a8bb0c_f96ff6a0,not_flagged,Clean,Spoofed,Clean,False,Clean
4ca9c1_b847e3a8,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
880846_0400b1fe,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a8deda_0ada15a8,not_flagged,Clean,Clean,Clean,True,Clean
789231_8aed7797,not_flagged,Clean,Clean,Clean,True,Clean
39e68b_99cfe838,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
780a9c_724ba064,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a2fb_da0c3008,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
398567_902f46ae,not_flagged,Clean,Clean,Clean,True,Clean
49d361_681e476f,not_flagged,Clean,Clean,Spoofed,False,Clean
a84112_5e0cc6a4,not_flagged,Clean,Clean,Clean,True,Clean
a9a48c_4d64c3d9,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a92384_9255b1c3,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a06815_abc00ee3,not_flagged,Clean,Clean,Clean,True,Clean
02010d_90eb8d48,not_flagged,Clean,Clean,Clean,True,Clean
801454_8b65c22f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
740743_410853a7,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8964d4_a0259354,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
80044c_fa2cccb3,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
ab30e6_90b67d29,not_flagged,Clean,Clean,Clean,True,Clean
a95441_5be06de0,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
461e16_359979d4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7c6d37_3a1e6a3b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4d00f6_54480050,not_flagged,Clean,Clean,Clean,True,Clean
4caf14_0ab8364a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
c0550c_ad4b014f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a04597_6cfee40c,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a2e0_8a59ef12,flagged,Spoofed,Clean,Spoofed,False,Spoofed
3c658e_18094cdc,not_flagged,Clean,Clean,Clean,True,Clean
4018a2_7f342fa8,not_flagged,Clean,Clean,Clean,True,Clean
348203_af02345c,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
86e866_dfb02bb0,flagged,Spoofed,Spoofed,Clean,False,Spoofed
7609f0_424f35bd,flagged,Spoofed,Clean,Spoofed,False,Spoofed
010267_be801515,not_flagged,Clean,Clean,Clean,True,Clean
885171_4105cc50,not_flagged,Clean,Clean,Clean,True,Clean
a55b7a_b0a8c7ba,not_flagged,Clean,Clean,Spoofed,False,Clean
71c549_abb0fbd3,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bb14e_61e6e42f,not_flagged,Clean,Clean,Spoofed,False,Clean
ac138c_8680a869,not_flagged,Clean,Clean,Clean,True,Clean
4b1942_bf466cac,not_flagged,Clean,Clean,Clean,True,Clean
781e4f_0b6f7838,not_flagged,Clean,Clean,Clean,True,Clean
a62fd1_2fac9784,not_flagged,Clean,Clean,Clean,True,Clean
a1fb33_86eaffb2,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
86ceb0_5f4f8354,not_flagged,Clean,Clean,Clean,True,Clean
abe1eb_4c5987a1,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
396448_0f3094a2,not_flagged,Clean,Clean,Clean,True,Clean
3424d1_724bd32e,not_flagged,Clean,Clean,Clean,True,Clean
a1a87e_3ca56dbd,not_flagged,Clean,Clean,Clean,True,Clean
3c124d_cf964192,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
151d4c_32533bd4,not_flagged,Clean,Clean,Clean,True,Clean
706068_81ceb586,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
899077_a5f825a3,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
aa6943_4cd3b022,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
400a75_582a03ac,not_flagged,Clean,Clean,Clean,True,Clean
750209_0e268f42,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
88596c_3b3ee3cf,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3d275b_fa07dbbd,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bb148_dc5df661,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
76cc71_00f73263,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a7cda3_4a2512a4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
e49388_e76426e2,not_flagged,Clean,Clean,Clean,True,Clean
347307_1948e5af,not_flagged,Clean,Clean,Clean,True,Clean
78091c_2ca01360,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
485873_39e1d82d,not_flagged,Spoofed,Clean,Clean,False,Clean
4ca808_95d591cf,not_flagged,Clean,Clean,Clean,True,Clean
a8ce4f_60884872,not_flagged,Clean,Clean,Clean,True,Clean
4aca09_f6b2e8ba,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
c03330_03636c67,not_flagged,Clean,Clean,Clean,True,Clean
740d29_3d84e9c1,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a1ed_60da23e7,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bb050_2030a23b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
abe3c8_0eacfa08,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
71c056_0afe6759,not_flagged,Clean,Clean,Clean,True,Clean
151db3_55c16fdc,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
040101_02e67284,not_flagged,Clean,Clean,Clean,True,Clean
a4ec00_b31a3fb3,not_flagged,Clean,Clean,Clean,True,Clean
780739_b209a9fc,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
407be6_3f5d8a66,not_flagged,Clean,Clean,Clean,True,Clean
06a1e0_c4c54c62,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
346611_0f463fcd,not_flagged,Clean,Clean,Clean,True,Clean
4cadc7_0dc1cee8,not_flagged,Clean,Clean,Clean,True,Clean
e4a37f_7b89612e,not_flagged,Clean,Clean,Clean,True,Clean
a6d2ce_9cb84348,not_flagged,Clean,Clean,Clean,True,Clean
040204_aa287157,not_flagged,Clean,Clean,Clean,True,Clean
398601_b47b013a,not_flagged,Clean,Clean,Clean,True,Clean
4065de_e1e92560,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8881d9_6897235d,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
e48f6a_d809eeb7,not_flagged,Clean,Clean,Clean,True,Clean
78016e_385893fe,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8965ce_4ee9bad4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3c4acd_57306d66,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4baa8c_2b32cc23,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
ae4a2a_86f273aa,not_flagged,Clean,Clean,Clean,True,Clean
48af0c_e8265a7d,flagged,Spoofed,Spoofed,Clean,False,Spoofed
4cafc1_2d6fdc8f,not_flagged,Clean,Clean,Clean,True,Clean
70620e_39c06d70,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a27c78_9f01529e,not_flagged,Clean,Clean,Clean,True,Clean
7020b1_ed9c623a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a3866a_956e5b4e,not_flagged,Clean,Clean,Clean,True,Clean
06a077_465c87df,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8832cd_4847fd6a,not_flagged,Clean,Spoofed,Clean,False,Clean
c06366_95405c55,not_flagged,Clean,Clean,Clean,True,Clean
47a389_3cbfe09f,not_flagged,Clean,Clean,Clean,True,Clean
a030a8_baae107d,not_flagged,Clean,Clean,Clean,True,Clean
39966b_e2374f9b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8014b4_f40984ea,not_flagged,Clean,Clean,Clean,True,Clean
a16c3a_a03bdeec,not_flagged,Clean,Clean,Clean,True,Clean
